b_avayan;Avayan;;;;;;;;;;;;;x
b_strilms;Saint Rilms;;;;;;;;;;;;;x
b_sunscale;Sunscale Strand;;;;;;;;;;;;;x
b_bthanual;Bthanual;;;;;;;;;;;;;x
b_reverie;Reverie;;;;;;;;;;;;;x
b_obsidian;Obsidian Gorge;;;;;;;;;;;;;x
b_muth_gnaar;Muth Gnaar;;;;;;;;;;;;;x
b_oldida;Oldida;;;;;;;;;;;;;x
b_hlanii;Hlanii's Hovel;;;;;;;;;;;;;x
b_quondam;Quondam;;;;;;;;;;;;;x
b_llarel;Llarel's Shelter;;;;;;;;;;;;;x
b_deep_graves;Deep Graves Cemetery;;;;;;;;;;;;;x
b_bitterroot;Bitterroot;;;;;;;;;;;;;x
b_hissmir;Hissmir;;;;;;;;;;;;;x
b_chid_moska;Chid Moska;;;;;;;;;;;;;x
b_redolent;Redolent;;;;;;;;;;;;;x
b_serkamora;Serkamora;;;;;;;;;;;;;x
b_atanaz;Atanaz;;;;;;;;;;;;;x
b_gandranen;Gandranen;;;;;;;;;;;;;x
b_bok_xul;Bok-Xul;;;;;;;;;;;;;x
b_alten_meerhleel;Alten Meerhleel;;;;;;;;;;;;;x
b_norg_tzel;Norg Tzel;;;;;;;;;;;;;x
b_marshbound;Marshbound;;;;;;;;;;;;;x
b_bright_throat;Bright-Throat;;;;;;;;;;;;;x
b_guardhouse;Guardhouse;;;;;;;;;;;;;x
b_moonhenge;Moonhenge;;;;;;;;;;;;;x
b_hectahame;Hectahame;;;;;;;;;;;;;x
b_hourglass_enclave;Enclave of the Hourglass;;;;;;;;;;;;;x
b_zergonipal;Zergonipal;;;;;;;;;;;;;x
b_incarnate;Valley of the Wind;;;;;;;;;;;;;x
b_faltonia;Faltonia;;;;;;;;;;;;;x
b_treehange;Treehange;;;;;;;;;;;;;x
b_rootspire;Rootspire;;;;;;;;;;;;;x
b_blackvine;Black Vine;;;;;;;;;;;;;x
b_windshriek;Windshriek Strand;;;;;;;;;;;;;x
b_jodespocket;Jode's Pocket;;;;;;;;;;;;;x
b_moonmont;Moonmont;;;;;;;;;;;;;x
b_kardesh_1;Kardesh;;;;;;;;;;;;;x
b_kardesh_2;Naqada;;;;;;;;;;;;;x
b_kardesh_3;Jibril;;;;;;;;;;;;;x
b_kardesh_4;Fattath;;;;;;;;;;;;;x
b_kardesh_5;Madboul;;;;;;;;;;;;;x
b_kardesh_6;Sisi;;;;;;;;;;;;;x
b_kardesh_7;Djoser;;;;;;;;;;;;;x
b_kardesh_8;Hamesh;;;;;;;;;;;;;x
b_klithi_1;Klithi;;;;;;;;;;;;;x
b_klithi_2;Magar;;;;;;;;;;;;;x
b_klithi_3;Ishma Azad;;;;;;;;;;;;;x
b_klithi_4;Aradesh;;;;;;;;;;;;;x
b_klithi_5;Teke;;;;;;;;;;;;;x
b_klithi_6;Marwari;;;;;;;;;;;;;x
b_klithi_7;Asil Ijra;;;;;;;;;;;;;x
b_arranha_1;Arranbu;;;;;;;;;;;;;x
b_arranha_2;Soko;;;;;;;;;;;;;x
b_arranha_3;Zazzau;;;;;;;;;;;;;x
b_arranha_4;Hadejia;;;;;;;;;;;;;x
b_arranha_5;Fulan;;;;;;;;;;;;;x
b_arranha_6;Lange;;;;;;;;;;;;;x
b_arranha_7;Bakwai;;;;;;;;;;;;;x
b_arranha_8;Kaarta;;;;;;;;;;;;;x
b_asil_yelir;Asil Yelir;;;;;;;;;;;;;x
b_asil_2;Bayajidda;;;;;;;;;;;;;x
b_asil_3;Fanir;;;;;;;;;;;;;x
b_asil_4;Khamsa;;;;;;;;;;;;;x
b_asil_5;Azid;;;;;;;;;;;;;x
b_asil_6;Halla;;;;;;;;;;;;;x
b_asil_7;Bawo;;;;;;;;;;;;;x
b_asil_8;Akhal;;;;;;;;;;;;;x
b_largashbur;Largashbur;;;;;;;;;;;;;x
b_ouze;Ouze;;;;;;;;;;;;;x
b_zamunda_1;Zamunda;;;;;;;;;;;;;x
b_zamunda_2;Daura;;;;;;;;;;;;;x
b_zamunda_3;Kano;;;;;;;;;;;;;x
b_zamunda_4;Katsina;;;;;;;;;;;;;x
b_zamunda_5;Zaria;;;;;;;;;;;;;x
b_zamunda_6;Gobir;;;;;;;;;;;;;x
b_zamunda_7;Rano;;;;;;;;;;;;;x
b_zamunda_8;Biram;;;;;;;;;;;;;x
b_tanglehaven;Tanglehaven;;;;;;;;;;;;;x
b_serpent;Serpent's Grotto;;;;;;;;;;;;;x
b_kastav_6;Kvarner;;;;;;;;;;;;;x
b_valtheim_5;Steingang;;;;;;;;;;;;;x
b_valtheim_6;Nynorsk;;;;;;;;;;;;;x
b_nakan_1;Nakan;;;;;;;;;;;;;x
b_nakan_2;Yauri;;;;;;;;;;;;;x
b_nakan_3;Zamfara;;;;;;;;;;;;;x
b_nakan_4;Kebbi;;;;;;;;;;;;;x
b_nakan_5;Gwari;;;;;;;;;;;;;x
b_nakan_6;Kwarafa;;;;;;;;;;;;;x
b_nakan_7;Nupe;;;;;;;;;;;;;x
b_nakan_8;Ilorin;;;;;;;;;;;;;x
b_valtheim_7;Velja;;;;;;;;;;;;;x
b_maliya;Maliya;;;;;;;;;;;;;x
b_bahia_1;Bahia;;;;;;;;;;;;;x
b_bahia_2;Cata;;;;;;;;;;;;;x
b_bahia_3;Dar Agah;;;;;;;;;;;;;x
b_bahia_4;Hajjia;;;;;;;;;;;;;x
b_bahia_5;Bakari;;;;;;;;;;;;;x
b_bahia_6;Hormoz;;;;;;;;;;;;;x
b_bahia_7;Tarom;;;;;;;;;;;;;x
b_bahia_8;Derazy;;;;;;;;;;;;;x
b_at_abah;At-Abah;;;;;;;;;;;;;x
b_laozu;Lao Zu;;;;;;;;;;;;;x
b_moni_1;Moni;;;;;;;;;;;;;x
b_moni_2;Ofori;;;;;;;;;;;;;x
b_moni_3;Atta;;;;;;;;;;;;;x
b_moni_4;Akufo;;;;;;;;;;;;;x
b_moni_5;Addo;;;;;;;;;;;;;x
b_moni_6;Jumia;;;;;;;;;;;;;x
b_moni_7;Kweku;;;;;;;;;;;;;x
b_moni_8;Doubla;;;;;;;;;;;;;x
b_dreadvultain;Dread Vultain;;;;;;;;;;;;;x
b_verrant_morass;Verrant Morass;;;;;;;;;;;;;x
b_whisper_grove;Whisper Grove;;;;;;;;;;;;;x
b_shademist;Shademist Moors;;;;;;;;;;;;;x
b_rootwater;Rootwater Grove;;;;;;;;;;;;;x
b_hollowden;Hollowden;;;;;;;;;;;;;x
b_drowned_coast;Drowned Coast;;;;;;;;;;;;;x
b_driladan;Driladan Pass;;;;;;;;;;;;;x
b_bramblebreach;Bramblebreach;;;;;;;;;;;;;x
b_bloodtoil;Bloodtoil Valley;;;;;;;;;;;;;x
b_velyn;Velyn Harbor;;;;;;;;;;;;;x
b_bitterpoint;Bitterpoint;;;;;;;;;;;;;x
b_jaggedgrotto;Jagged Grotto;;;;;;;;;;;;;x
b_summer;Summer;;;;;;;;;;;;;x
b_stranglewatch;Stranglewatch;;;;;;;;;;;;;x
b_fullersbreak;Fuller's Break;;;;;;;;;;;;;x
b_deepwoods;Deepwoods;;;;;;;;;;;;;x
b_vulkwasten;Vulkwasten;;;;;;;;;;;;;x
b_valeguard;Valeguard;;;;;;;;;;;;;x
b_crimsoncove;Crimson;;;;;;;;;;;;;x
b_starwalk;Starwalk;;;;;;;;;;;;;x
b_riveredge;River Edge;;;;;;;;;;;;;x
b_chancel;Chancel of Divine Entreaty;;;;;;;;;;;;;x
b_redfur;Redfur;;;;;;;;;;;;;x
b_horseshoe;Horseshoe;;;;;;;;;;;;;x
b_remansbluff;Reman's Bluff;;;;;;;;;;;;;x
b_wormroot;Wormroot;;;;;;;;;;;;;x
b_goldfolly;Goldfolly;;;;;;;;;;;;;x
b_valanir;Valanir;;;;;;;;;;;;;x
b_laeloria;Laeloria;;;;;;;;;;;;;x
b_telacar_ossuary;Ossuary of Telacar;;;;;;;;;;;;;x
b_burroot;Burroot;;;;;;;;;;;;;x
b_rootsunder;Root Sunder;;;;;;;;;;;;;x
b_vineshade;Vineshade;;;;;;;;;;;;;x
b_brackenleaf;Brackenleaf;;;;;;;;;;;;;x
b_nesalas;Ne Salas;;;;;;;;;;;;;x
b_brokensails;Broken Sails;;;;;;;;;;;;;x
b_mobar;Mobar;;;;;;;;;;;;;x
b_zantonius;Zantonius Keep;;;;;;;;;;;;;x
b_gray_mire;Gray Mire;;;;;;;;;;;;;x
b_bone_orchard;Bone Orchard;;;;;;;;;;;;;x
b_karthdar;Karthdar;;;;;;;;;;;;;x
b_eldentree;Eldentree;;;;;;;;;;;;;x
b_eldenhollow;Eldenhollow;;;;;;;;;;;;;x
b_eldenseed;Eldenseed;;;;;;;;;;;;;x
b_golden_path;Golden Path;;;;;;;;;;;;;x
b_grimwatch;Grimwatch;;;;;;;;;;;;;x
b_paalat;Pa'alat;;;;;;;;;;;;;x
b_abadir;Abadir;;;;;;;;;;;;;x
b_senalana;Senalana;;;;;;;;;;;;;x
b_dawnmead;Dawnmead;;;;;;;;;;;;;x
b_greenhill;Greenhill;;;;;;;;;;;;;x
b_abagarlas;Abagarlas;;;;;;;;;;;;;x
b_vinedusk;Vinedusk;;;;;;;;;;;;;x
b_srenja;S'ren-ja;;;;;;;;;;;;;x
b_abbarbas;Abbarbas;;;;;;;;;;;;;x
b_caher;Caher;;;;;;;;;;;;;x
b_al;Al;;;;;;;;;;;;;x
b_doon;Doon;;;;;;;;;;;;;x
b_ravenrock;Raven Rock;;;;;;;;;;;;;x
b_abdir;Abdir;;;;;;;;;;;;;x
b_aberdaron;Aberdaron;;;;;;;;;;;;;x
b_aberyst;Aberyst;;;;;;;;;;;;;x
b_koeglin;Koeglin;;;;;;;;;;;;;x
b_shattered_grove;Shattered Grove;;;;;;;;;;;;;x
b_glistervale;Glister Vale;;;;;;;;;;;;;x
b_tanzelwil;Tanzelwil;;;;;;;;;;;;;x
b_southbeacon;South Beacon;;;;;;;;;;;;x
b_phaer;Phaer;;;;;;;;;;;;;x
b_entilasfolly;Entila's Folly;;;;;;;;;;;;;x
b_torinaan;Torinaan;;;;;;;;;;;;;x
b_dawnbreak;Dawnbreak;;;;;;;;;;;;;x
b_bewan;Bewan;;;;;;;;;;;;;x
b_ezduiin;Ezduiin;;;;;;;;;;;;;x
b_errinorne;Errinorne;;;;;;;;;;;;;x
b_mathiisen;Mathiisen;;;;;;;;;;;;;x
b_nine_prow;Nine-Prow Landing;;;;;;;;;;;;;x
b_buraniim;Buraniim;;;;;;;;;;;;;x
b_greenwater;Greenwater Cove;;;;;;;;;;;;;x
b_wansalen;Wansalen;;;;;;;;;;;;;x
b_quendeluun;Quendeluun;;;;;;;;;;;;;x
b_northbeacon;North Beacon;;;;;;;;;;;;;x
b_banished_cells;Banished Cells;;;;;;;;;;;;;x
b_steelheart;Steelheart Moorings;;;;;;;;;;;;;x
b_pariah_abbey;Pariah Abbey;;;;;;;;;;;;;x
b_danobia;Danobia;;;;;;;;;;;;;x
b_windkeep;Wind Keep;;;;;;;;;;;;;x
b_abidan;Abidan;;;;;;;;;;;;;x
b_mahjong;Mahjong;;;;;;;;;;;;;x
b_tengdo;Teng Do;;;;;;;;;;;;;x
b_abidon;Abidon-Gora;;;;;;;;;;;;;x
b_lombok;Lombok;;;;;;;;;;;;;x
b_atraka;Atraka;;;;;;;;;;;;;x
b_westtry;Westtry;;;;;;;;;;;;;x
b_enduum;Enduum;;;;;;;;;;;;;x
b_tunggal;Tunggal;;;;;;;;;;;;;x
b_ika;Ika;;;;;;;;;;;;;x
b_koror;Koror;;;;;;;;;;;;;x
b_babel;Babel;;;;;;;;;;;;;x
b_daob;Daob;;;;;;;;;;;;;x
b_abuca;Abuca;;;;;;;;;;;;;x
b_aulap;Aulap;;;;;;;;;;;;;x
b_deino;Deino;;;;;;;;;;;;;x
b_juventa;Juventa;;;;;;;;;;;;;x
b_hebron;Hebron;;;;;;;;;;;;;x
b_melaina;Melaina;;;;;;;;;;;;;x
b_themis;Themis;;;;;;;;;;;;;x
b_oino;Oino;;;;;;;;;;;;;x
b_nona;Nona;;;;;;;;;;;;;x
b_malu;Malu;;;;;;;;;;;;;x
b_bhin;Bhin;;;;;;;;;;;;;x
b_odang;Odang;;;;;;;;;;;;;x
b_widodo;Widodo;;;;;;;;;;;;;x
b_binneka;Binneka;;;;;;;;;;;;;x
b_abul;Abul;;;;;;;;;;;;;x
b_abuwe;Abuwe;;;;;;;;;;;;;x
b_abyalia;Abyalia;;;;;;;;;;;;;x
b_acacyn;Acacyn;;;;;;;;;;;;;x
b_acarsaid;Acarsaid;;;;;;;;;;;;;x
b_accra;Accra;;;;;;;;;;;;;x
b_acer;Acer;;;;;;;;;;;;;x
b_ackniet;Ackniet;;;;;;;;;;;;;x
b_acolhuas;Acolhuas;;;;;;;;;;;;;x
b_acreswamp;Acreswamp;;;;;;;;;;;;;x
b_aculius;Aculius;;;;;;;;;;;;;x
b_adaira;Adaira;;;;;;;;;;;;;x
b_adalatya;Adalatya;;;;;;;;;;;;;x
b_adamen;Adamen;;;;;;;;;;;;;x
b_adana;Adana;;;;;;;;;;;;;x
b_adanakar;Adanakar;;;;;;;;;;;;;x
b_adanhu;Adanhu;;;;;;;;;;;;;x
b_adansaybin;Adansaybin;;;;;;;;;;;;;x
b_adanurum;Adanurum;;;;;;;;;;;;;x
b_adapagol;Adapagol;;;;;;;;;;;;;x
b_adapahir;Adapahir;;;;;;;;;;;;;x
b_adapamal;Adapamal;;;;;;;;;;;;;x
b_adapanbul;Adapanbul;;;;;;;;;;;;;x
b_adaparum;Adaparum;;;;;;;;;;;;;x
b_adapincan;Adapincan;;;;;;;;;;;;;x
b_adapistan;Adapistan;;;;;;;;;;;;;x
b_adarica;Adarica;;;;;;;;;;;;;x
b_adavan;Adavan;;;;;;;;;;;;;x
b_adbenore;Ad Benore;;;;;;;;;;;;;x
b_addura;Addura;;;;;;;;;;;;;x
b_addvild;Addvild;;;;;;;;;;;;;x
b_adeniet;Adeniet;;;;;;;;;;;;;x
b_adhir;Adhir;;;;;;;;;;;;;x
b_adhisar;Adhisar;;;;;;;;;;;;;x
b_adipur;Adipur;;;;;;;;;;;;;x
b_adivas;Adivas;;;;;;;;;;;;;x
b_adiyisar;Adiyisar;;;;;;;;;;;;;x
b_adiymal;Adiymal;;;;;;;;;;;;;x
b_adiyursa;Adiyursa;;;;;;;;;;;;;x
b_adluparev;Adluparev;;;;;;;;;;;;;x
b_adoma;Adoma;;;;;;;;;;;;;x
b_adounwer;Ado'unwer;;;;;;;;;;;;;x
b_adraleria;Adraleria;;;;;;;;;;;;;x
b_adselinc;Ad Selinc;;;;;;;;;;;;;x
b_aduk;Aduk;;;;;;;;;;;;;x
b_adurada;Adurada;;;;;;;;;;;;;x
b_aduran;Aduran;;;;;;;;;;;;;x
b_adurdurin;Adurdurin;;;;;;;;;;;;;x
b_adurin;Adurin;;;;;;;;;;;;;x
b_adurora;Adurora;;;;;;;;;;;;;x
b_adurra;Adurra;;;;;;;;;;;;;x
b_adurusa;Adurusa;;;;;;;;;;;;;x
b_advar;Advar;;;;;;;;;;;;;x
b_aelariadru;Aelariadru;;;;;;;;;;;;;x
b_aelcot;Aelcot;;;;;;;;;;;;;x
b_aelfield;Aelfield;;;;;;;;;;;;;x
b_aelmead;Aelmead;;;;;;;;;;;;;x
b_aendril;Aendril;;;;;;;;;;;;;x
b_aerin;Aerin;;;;;;;;;;;;;x
b_aerino;Aerino;;;;;;;;;;;;;x
b_aethelred;Aethelred;;;;;;;;;;;;;x
b_aetherian;Aetherian Archive;;;;;;;;;;;;;x
b_aetherius;Aetherius Stone;;;;;;;;;;;;;x
b_aetolia;Aetolia;;;;;;;;;;;;;x
b_aferien;Aferien;;;;;;;;;;;;;x
b_afrin;Afrin;;;;;;;;;;;;;x
b_afsin;Afsin;;;;;;;;;;;;;x
b_afyerlesim;Afyerlesim;;;;;;;;;;;;;x
b_afyfa;Afyfa;;;;;;;;;;;;;x
b_afyhir;Afyhir;;;;;;;;;;;;;x
b_agadem;Agadem;;;;;;;;;;;;;x
b_agah;Agah;;;;;;;;;;;;;x
b_agali;Agali;;;;;;;;;;;;;x
b_aganna;Aganna;;;;;;;;;;;;;x
b_bonerock;Bonerock;;;;;;;;;;;;;x
b_agatnam;Agatnam;;;;;;;;;;;;;x
b_agdam;Agdam;;;;;;;;;;;;;x
b_agdash;Agdash;;;;;;;;;;;;;x
b_agea;Agea;;;;;;;;;;;;;x
b_agen;Agen;;;;;;;;;;;;;x
b_agnar;Agnar's Point;;;;;;;;;;;;;x
b_agon;Agon;;;;;;;;;;;;;x
b_agralin;Agralin;;;;;;;;;;;;;x
b_agsu;Agsu;;;;;;;;;;;;;x
b_ahasou;Ahasou;;;;;;;;;;;;;x
b_ahemmusa;Ahemmusa;;;;;;;;;;;;;x
b_ahvaz;Ahvaz;;;;;;;;;;;;;x
b_aichan;Aichan;;;;;;;;;;;;;x
b_aidar;Aidar;;;;;;;;;;;;;x
b_aidhab;Aidhab;;;;;;;;;;;;;x
b_aii;Aii;;;;;;;;;;;;;x
b_aiken;Aiken;;;;;;;;;;;;;x
b_aikeni;Aikeni;;;;;;;;;;;;;x
b_aiklam;Aiklam;;;;;;;;;;;;;x
b_aikuan;Aikuan;;;;;;;;;;;;;x
b_aimae;Aimae;;;;;;;;;;;;;x
b_airag;Airag;;;;;;;;;;;;;x
b_airmae;Airmae;;;;;;;;;;;;;x
b_aisalal;Aisalal;;;;;;;;;;;;;x
b_ait;Ait;;;;;;;;;;;;;x
b_ajalil;Ajalil;;;;;;;;;;;;;x
b_ajare;Ajare;;;;;;;;;;;;;x
b_akada;Akada;;;;;;;;;;;;;x
b_akaha;Akaha;;;;;;;;;;;;;x
b_akato;Akato;;;;;;;;;;;;;x
b_akeu;Akeu;;;;;;;;;;;;;x
b_akhinbul;Akhinbul;;;;;;;;;;;;;x
b_akhirlu;Akhirlu;;;;;;;;;;;;;x
b_akhirum;Akhirum;;;;;;;;;;;;;x
b_akhium;Akhium;;;;;;;;;;;;;x
b_akinabe;Akinabe;;;;;;;;;;;;;x
b_akisak;Akisak;;;;;;;;;;;;;x
b_akkar;Akkar;;;;;;;;;;;;;x
b_akrum;Akrum;;;;;;;;;;;;;x
b_aksakisehir;Aksakisehir;;;;;;;;;;;;;x
b_aksana;Aksana;;;;;;;;;;;;;x
b_aksantep;Aksantep;;;;;;;;;;;;;x
b_aksarazig;Aksarazig;;;;;;;;;;;;;x
b_aksarcuk;Aksarcuk;;;;;;;;;;;;;x
b_aksaregli;Aksaregli;;;;;;;;;;;;;x
b_aksarili;Aksarili;;;;;;;;;;;;;x
b_aksarkale;Aksarkale;;;;;;;;;;;;;x
b_aksarsa;Aksarsa;;;;;;;;;;;;;x
b_aksaybin;Aksaybin;;;;;;;;;;;;;x
b_aksum;Aksum;;;;;;;;;;;;;x
b_aktau;Aktau;;;;;;;;;;;;;x
b_aktyube;Aktyube;;;;;;;;;;;;;x
b_akuna;Akuna;;;;;;;;;;;;;x
b_akure;Akure;;;;;;;;;;;;;x
b_alabaster;Alabaster;;;;;;;;;;;;;x
b_alabori;Alabori;;;;;;;;;;;;;x
b_aladon;Aladon;;;;;;;;;;;;;x
b_alagna;Alagna;;;;;;;;;;;;;x
b_alahar;Alahar;;;;;;;;;;;;;x
b_alain;Al'ain;;;;;;;;;;;;;x
b_alakhar;Alakhar;;;;;;;;;;;;;x
b_alammu;Alammu;;;;;;;;;;;;;x
b_alammuruhn;Alammuruhn;;;;;;;;;;;;;x
b_aland;Aland;;;;;;;;;;;;;x
b_alanthe;Alanthe;;;;;;;;;;;;;x
b_alar;Alar;;;;;;;;;;;;;x
b_alara;Alara;;;;;;;;;;;;;x
b_alaves;Alaves;;;;;;;;;;;;;x
b_alcaire;Alcaire;;;;;;;;;;;;;x
b_alchemistshack;Alchemist's Rest;;;;;;;;;;;;;x
b_alcoa;Alcoa;;;;;;;;;;;;;x
b_alcoman;Alcoman;;;;;;;;;;;;;x
b_alcrest;Alcrest;;;;;;;;;;;;;x
b_alda;Alda;;;;;;;;;;;;;x
b_aldaheru;Ald-Aheru;;;;;;;;;;;;;x
b_aldaim;Aldaim;;;;;;;;;;;;;x
b_aldakkad;Aldakkad;;;;;;;;;;;;;x
b_aldalexa;Aldalexa;;;;;;;;;;;;;x
b_aldamaur;Ald-Amaur;;;;;;;;;;;;;x
b_aldaren;Aldaren;;;;;;;;;;;;;x
b_aldareon;Aldareon;;;;;;;;;;;;;x
b_aldbranor;Aldbranor;;;;;;;;;;;;;x
b_aldcasus;Aldcasus;;;;;;;;;;;;;x
b_aldchorra;Ald-Chorra;;;;;;;;;;;;;x
b_alddaedroth;Ald Daedroth;;;;;;;;;;;;;x
b_alddibelus;Ald Dibelus;;;;;;;;;;;;;x
b_aldera;Aldera;;;;;;;;;;;;;x
b_alderhorn;Alderhorn;;;;;;;;;;;;;x
b_alderon;Alderon;;;;;;;;;;;;;x
b_aldiriat;Aldiriat;;;;;;;;;;;;;x
b_aldiron;Aldiron;;;;;;;;;;;;;x
b_aldiuval;Ald Iuval;;;;;;;;;;;;;x
b_aldkaeso;Ald-Kaeso;;;;;;;;;;;;;x
b_aldlexia;Aldlexia;;;;;;;;;;;;;x
b_aldlipari;Aldlipari;;;;;;;;;;;;;x
b_aldloren;Aldloren;;;;;;;;;;;;;x
b_aldmatara;Aldmatara;;;;;;;;;;;;;x
b_aldmelina;Ald Melina;;;;;;;;;;;;;x
b_aldmgarr;Ald-Mgarr;;;;;;;;;;;;;x
b_aldmoab;Aldmoab;;;;;;;;;;;;;x
b_aldmuris;Aldmuris;;;;;;;;;;;;;x
b_aldnator;Ald-Nator;;;;;;;;;;;;;x
b_aldnineveh;Aldnineveh;;;;;;;;;;;;;x
b_aldora;Aldora;;;;;;;;;;;;;x
b_aldos;Aldos;;;;;;;;;;;;;x
b_aldranis;Aldranis;;;;;;;;;;;;;x
b_aldredaynia;Ald Redaynia;;;;;;;;;;;;;x
b_aldrethem;Aldrethem;;;;;;;;;;;;;x
b_aldruan;Aldruan;;;;;;;;;;;;;x
b_aldruhn;Ald Ruhn;;;;;;;;;;;;;x
b_aldsotha;Ald Sotha;;;;;;;;;;;;;x
b_aldtaneth;Ald-Taneth;;;;;;;;;;;;;x
b_aldteig;Aldteig;;;;;;;;;;;;;x
b_aldteraria;Ald Teraria;;;;;;;;;;;;;x
b_aldthan;Aldthan;;;;;;;;;;;;;x
b_aldtoril;Aldtoril;;;;;;;;;;;;;x
b_aldusa;Aldusa;;;;;;;;;;;;;x
b_aldvelothi;Ald Velothi;;;;;;;;;;;;;x
b_aleradon;Aleradon;;;;;;;;;;;;;x
b_alerian;Alerian;;;;;;;;;;;;;x
b_aleru;Aleru;;;;;;;;;;;;;x
b_ales;Ales;;;;;;;;;;;;;x
b_alessia;Alessia;;;;;;;;;;;;;x
b_alesund;Alesund;;;;;;;;;;;;;x
b_aleswell;Aleswell;;;;;;;;;;;;;x
b_aleudian;Aleudian;;;;;;;;;;;;;x
b_aleveran;Aleveran;;;;;;;;;;;;;x
b_alftand;Alftand;;;;;;;;;;;;;x
b_algasba;Algasba;;;;;;;;;;;;;x
b_algran;Algran;;;;;;;;;;;;;x
b_aliaric;Aliaric;;;;;;;;;;;;;x
b_alidril;Alidril;;;;;;;;;;;;;x
b_alimahera;Alimahera;;;;;;;;;;;;;x
b_alinor;Alinor;;;;;;;;;;;;;x
b_alion;Alion;;;;;;;;;;;;;x
b_alkanet;Alkanet;;;;;;;;;;;;;x
b_alkarth;Alkarth;;;;;;;;;;;;;x
b_alked;Alked;;;;;;;;;;;;;x
b_alkmaar;Alkmaar;;;;;;;;;;;;;x
b_allayar;Allayar;;;;;;;;;;;;;x
b_allectus;Allectus;;;;;;;;;;;;;x
b_alloryen;Alloryen;;;;;;;;;;;;;x
b_almalexia;Almalexia;;;;;;;;;;;;;x
b_alman;Alman;;;;;;;;;;;;;x
b_almhold;Almhold;;;;;;;;;;;;;x
b_almrothan;Almrothan;;;;;;;;;;;;;x
b_almula;Almula;;;;;;;;;;;;;x
b_alnos;Alnos;;;;;;;;;;;;;x
b_alorian;Alorian;;;;;;;;;;;;;x
b_aloyun;Aloyun;;;;;;;;;;;;;x
b_alroce;Alrove;;;;;;;;;;;;;x
b_alrove;Alrove;;;;;;;;;;;;;x
b_altag;Altag;;;;;;;;;;;;;x
b_altaya;Altaya;;;;;;;;;;;;;x
b_altbosara;Alt Bosara;;;;;;;;;;;;;x
b_altea;Altea;;;;;;;;;;;;;x
b_alten;Alten;;;;;;;;;;;;;x
b_altfog;Altfog;;;;;;;;;;;;;x
b_althold;Althold;;;;;;;;;;;;;x
b_altia;Altia;;;;;;;;;;;;;x
b_altmark;Altmark;;;;;;;;;;;;;x
b_altmura;Altmura;;;;;;;;;;;;;x
b_altrin;Altrin;;;;;;;;;;;;;x
b_amadesa;Amadesa;;;;;;;;;;;;;x
b_amait;Amait;;;;;;;;;;;;;x
